respondent_id,survey_type,state,segment_key,segment,digital_comfort,adopt_likelihood,pain_severity,curr_satisfaction,nps_score,biz_type,firm_size,bc_headcount,hire_freq,days_to_fill,dropout_rate,curr_rec_spend_tier,pp_speed,pp_verify_skills,pp_reliability,pp_attrition,pp_wage_dispute,pp_shortage_trained,pp_high_commission,pp_seasonal_gap,pp_language_barrier,pp_no_background_check,primary_device,dt_whatsapp,dt_olx,dt_apna,dt_job_app,dt_excel,dt_none,govt_trust_impact,dispute_resolution_imp,fp_instant_search,fp_govt_verified,fp_ratings,fp_realtime_avail,fp_digital_payment,fp_digital_contract,fp_nsdc_integration,fp_background_check,fp_replacement_guarantee,fp_seasonal_support,fp_whatsapp_interface,fp_multilingual,fp_advance_booking,realtime_avail_imp,govt_db_integration,seasonal_hire,main_barrier,pricing_model_pref,max_wtp_employer_tier,curr_agent_comm_tier,adoption_timeline_emp,peer_network_est,ch_whatsapp,ch_olx,ch_apna,ch_agent,ch_reference,ch_newspaper,ch_walkin,ch_other,age_group,gender,education,primary_language,job_change_freq,time_to_find_job,experienced_wage_theft,unsafe_cond_freq,wp_hard_to_find,wp_payment_issues,wp_no_references,wp_cheated_contractor,wp_unsafe_conditions,wp_commute_distance,wp_discrimination,wp_no_proof_skills,curr_method_satisfaction,smartphone_access,app_whatsapp,app_apna,app_olx,app_facebook_jobs,app_workindia,app_none,govt_endorsement_imp,review_system_trust,employment_type_pref,max_travel_dist,wf_job_matching,wf_verified_employers,wf_payment_tracking,wf_skill_certificates,wf_voice_interface,wf_whatsapp_alerts,wf_govt_scheme_notif,wf_grievance_system,wf_free_courses,wf_daily_gig_options,payment_tracking_imp,adoption_barrier_wkr,willing_to_pay_worker,max_fee_worker_tier,adoption_timeline_wkr,years_in_biz,workers_placed_monthly,num_clients,difficulty_finding_workers,early_exit_rate_ctr,curr_tools_satisfaction,placement_analytics_imp,business_threat_perception,willing_to_onboard_partner,cf_worker_database,cf_govt_verified,cf_auto_contract,cf_multi_client_dash,cf_worker_tracker,cf_commission_invoice,cf_ratings,cf_replacement_mgmt,cf_compliance_tracker,commission_structure,revenue_model_pref_ctr,commission_share_platform,client_onboard_3m_est,org_type,designation_level,data_gap_severity,last_mile_challenge_freq,existing_initiative_effectiveness,integration_readiness,dpdpa_importance,endorsement_likelihood,realtime_data_value,dataset_sharing_willingness,mou_likelihood,pilot_willingness,engagement_timeline_gov,gf_realtime_dashboard,gf_eshram_integration,gf_pmkvy_link,gf_wage_tracking,gf_social_protection_notif,gf_grievance_module,gf_disaggregated_analytics,gf_employer_compliance,gf_multilingual_voice,gf_district_level_analytics,employer_section_applicable,worker_section_applicable,contractor_section_applicable,govt_section_applicable,bc_headcount_outlier_flag,days_to_fill_outlier_flag,workers_placed_monthly_outlier_flag
EMP_0011,employer,Uttar Pradesh,C,DigitalLaggard,2,2,3,2,4,Food Processing Unit,2.0,8.0,3.0,13.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,Basic Phone,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,Very Important,1.0,No Need,Annual Contract,2.0,1.0,12+ months,3-5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0
EMP_0012,employer,Rajasthan,D,StatusQuo,4,3,3,4,5,Dhaba/Street Food,1.0,5.0,2.0,7.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Smartphone,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,Somewhat Important,1.0,Agent Dependency,Per-hire Fee,0.0,2.0,6-12 months,0-2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0
EMP_0013,employer,Uttar Pradesh,B,CostConscious,4,3,4,2,8,Food Processing Unit,1.0,5.0,2.0,8.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,Smartphone,1.0,1.0,1.0,0.0,0.0,0.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,Somewhat Important,1.0,Language,Freemium,1.0,2.0,6-12 months,6-10,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0
EMP_0014,employer,Delhi,B,CostConscious,4,5,4,1,6,Catering/Events,1.0,20.0,4.0,7.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Laptop/PC,1.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,Somewhat Important,0.0,Cost/Price,Per-hire Fee,1.0,2.0,3-6 months,6-10,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0
EMP_0015,employer,Rajasthan,A,InnovationChampion,4,5,5,2,8,Cloud Kitchen,2.0,25.0,0.0,4.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,Smartphone,1.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,Very Important,1.0,Cost/Price,Commission %,2.0,2.0,1-3 months,6-10,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0
EMP_0016,employer,Gujarat,A,InnovationChampion,5,5,5,2,10,Cloud Kitchen,3.0,30.0,4.0,3.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Smartphone,1.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,Very Important,1.0,No Internet,Monthly Subscription,3.0,2.0,Immediate,6-10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0
EMP_0017,employer,Maharashtra,C,DigitalLaggard,3,3,3,1,6,Restaurant/Diner,0.0,12.0,2.0,6.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Laptop/PC,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,Neutral,1.0,Trust,Freemium,0.0,2.0,1-3 months,3-5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0
EMP_0018,employer,Madhya Pradesh,C,DigitalLaggard,2,2,2,3,5,Restaurant/Diner,1.0,14.0,3.0,7.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Smartphone,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,Very Important,0.0,Cost/Price,Freemium,0.0,1.0,1-3 months,3-5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0
EMP_0019,employer,Rajasthan,A,InnovationChampion,4,4,4,3,7,Restaurant/Diner,1.0,37.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Laptop/PC,0.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,Somewhat Important,1.0,Cost/Price,Freemium,2.0,1.0,1-3 months,10+,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0
EMP_0020,employer,Telangana,C,DigitalLaggard,2,2,4,3,9,Dhaba/Street Food,1.0,9.0,2.0,11.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,Laptop/PC,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,Somewhat Important,1.0,Agent Dependency,Pay-per-Use,5.0,2.0,12+ months,6-10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0
EMP_0021,employer,Uttar Pradesh,A,InnovationChampion,4,5,3,2,1,Catering/Events,0.0,20.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,Basic Phone,1.0,1.0,1.0,0.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,Very Important,0.0,Cost/Price,Per-hire Fee,2.0,3.0,1-3 months,10+,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0
EMP_0022,employer,Uttar Pradesh,B,CostConscious,2,3,3,2,7,Catering/Events,0.0,11.0,1.0,13.0,3.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Basic Phone,1.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,Neutral,0.0,Trust,Freemium,1.0,1.0,3-6 months,3-5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0
EMP_0023,employer,Andhra Pradesh,B,CostConscious,4,3,5,3,6,Catering/Events,3.0,9.0,4.0,7.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Basic Phone,1.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,Not Important,1.0,Cost/Price,Freemium,4.0,1.0,1-3 months,0-2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0
EMP_0024,employer,Tamil Nadu,A,InnovationChampion,1,4,5,3,8,Dhaba/Street Food,1.0,39.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Laptop/PC,1.0,0.0,1.0,1.0,0.0,0.0,4.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,Very Important,1.0,No Internet,Monthly Subscription,2.0,1.0,3-6 months,3-5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0
EMP_0025,employer,Karnataka,B,CostConscious,4,3,4,3,1,Food Processing Unit,1.0,14.0,3.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,Laptop/PC,0.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,Not Important,1.0,Language,Commission %,0.0,4.0,1-3 months,3-5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0
EMP_0026,employer,Delhi,A,InnovationChampion,5,5,4,2,8,Restaurant/Diner,4.0,31.0,3.0,6.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,Smartphone,1.0,0.0,0.0,1.0,1.0,0.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,Very Important,1.0,Data Privacy,Freemium,1.0,2.0,3-6 months,6-10,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0
EMP_0027,employer,West Bengal,A,InnovationChampion,4,4,4,2,9,Cloud Kitchen,0.0,12.0,2.0,8.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,Smartphone,1.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,Very Important,1.0,Trust,Per-hire Fee,2.0,1.0,Immediate,3-5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0
EMP_0028,employer,Kerala,A,InnovationChampion,4,4,4,2,10,Cloud Kitchen,1.0,58.0,2.0,5.44261980714057,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,Smartphone,1.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,Very Important,0.0,Cost/Price,Monthly Subscription,5.0,0.0,Immediate,3-5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0
EMP_0029,employer,Karnataka,C,DigitalLaggard,4,3,4,3,6,Food Processing Unit,0.0,25.0,1.0,7.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Smartphone,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,Neutral,0.0,Complexity,Per-hire Fee,5.0,2.0,6-12 months,3-5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0
